arm	reward
0	1.8255111545554434
0	1.4589931219679968
0	2.8052172713633046
0	0.008215500510444285
0	0.06717115061092871
0	0.526966861807677
0	0.5414612202490917
0	0.0
0	0.2485665529991279
0	1.2943790231485002
0	1.9183877713094173
0	1.9616706775524602
0	1.3009185525356326
0	0.0
0	1.4429766803881634
0	0.6204837511179113
0	2.6684635030470005
0	0.7155903934181405
0	0.6437387821518843
0	0.33791122550713326
0	0.8902743520047923
0	0.0
0	2.4979324429601935
0	0.7181083289788565
0	0.05856803480519435
0	0.15027946689483906
0	0.7963242702872942
0	0.05202130106440961
0	0.0
0	0.5803323859868507
0	0.6719948779563594
0	0.9421131105064978
0	0.21099055914045906
0	0.9271545530678674
0	1.9091809873814745
0	0.8504572496981511
0	3.9803860209412965
0	0.9200902786181921
0	0.9948453909752379
0	0.7857857007138075
0	1.4689671435774587
0	0.0
0	2.187045351228928
0	0.0
0	3.454560360982303
0	0.0
0	2.9178864414688648
0	1.6447476550861408
0	0.6971187589179115
0	0.9235301597834695
0	0.5389344076221869
0	0.0
0	1.4640123913131216
0	0.056730730227042114
0	0.03198345904714395
0	1.5382761697862342
0	0.1982474901722242
0	0.0666900087671014
0	1.7211949277913332
0	0.562231842228457
0	0.7250271422830349
0	0.0
0	0.5766615140151552
0	1.6622715065198035
0	0.5604759520061858
0	1.238689028042678
0	2.506025849679014
0	0.7388088221833617
0	1.7817726048395048
0	0.14547353818653175
0	0.0
0	0.8227062801815019
0	0.0
0	0.0
0	0.6526145763366384
0	2.810608282639145
0	0.3804513067837433
0	0.059464151600338466
0	0.8595481223571533
0	1.952924643872089
0	0.308857362719261
0	2.5893606125679534
0	0.5107065055436453
0	0.9949173481609178
0	0.5481371367796873
0	1.624670796222508
0	2.8752408953338557
0	2.244745509905262
0	0.0
0	1.340123698629872
0	0.16705292878227218
0	1.8205115324321095
0	0.5783359149262727
0	1.0520444972357503
0	0.35574256098508794
0	0.0
0	3.0905968049015544
0	0.5898700283209505
0	0.3750154314555698
0	0.39021479691361005
0	2.408956705518503
0	0.14453053105975355
0	0.7440974792826482
0	0.0
0	0.0
0	1.1852751250739026
0	1.4169010102500343
0	2.297751353216617
0	0.0
0	0.2109787607076542
0	1.2681399586948865
0	0.32708683239296055
0	0.636034775691596
0	0.9207106577346496
0	0.0
0	0.5787585033235025
0	1.6162735036271363
0	0.9886953333678197
0	2.8890574203728017
0	1.4437814897258057
0	1.2056978104822327
0	0.0
0	0.8349882039584006
0	1.6277280805035221
0	1.5623810041527564
0	1.2678851892743437
0	0.1736297444297883
0	2.367463871115438
0	0.9668601742194953
0	0.22532844187566514
0	0.8348962244087597
0	0.11261366554055718
0	0.0006013802138458146
0	0.0
0	2.1113573078003935
0	2.9454849686153812
0	1.6964259417760514
0	1.9479688097047103
0	2.2603396157517155
0	1.4284412159062592
0	0.7015685660618728
0	1.5353045399669472
0	0.09384515343330624
0	0.07374101339780592
0	0.4285396081429238
0	0.0
0	1.8675378199136854
0	2.471344075178315
0	0.0
0	1.422973648235516
0	1.6519144443407985
0	4.066220476820962
0	0.35055481136788813
0	0.7833495989078056
0	0.8784578637166129
0	0.2547169438433421
0	0.28008240186649946
0	1.725899997166389
0	1.4534968270387512
0	0.17202487212200523
0	0.32798228976460253
0	0.6747986499672789
0	1.3195833299757433
0	0.3985966813589723
0	0.024013200671349266
0	2.650256200900686
0	0.5568354900539902
0	0.0
0	1.4259872618758413
0	1.2920900471327097
0	0.07371643262453753
0	0.5743780480979319
0	2.976069685744335
0	0.3040158050450741
0	0.0
0	0.6251912942023425
0	0.9011080934228366
0	0.7168311350738418
0	0.5849826802256783
0	0.0
0	0.035782841793950526
0	0.7644410938402992
0	0.10747722838614726
0	0.39465979707096
0	1.4975114500078701
0	0.0
0	0.7054868313928102
0	0.0
0	0.7761098196031728
0	0.48770917425995464
0	0.8221371590644401
0	1.4003505595327903
0	2.0420589767106376
0	1.5151931716642475
0	2.7389223180206343
0	0.3581253751659865
0	0.0866813231145428
0	0.39675188715342524
0	0.0
0	0.004899414988575601
0	0.990744718241222
0	0.830694265517731
0	2.345513419193511
0	2.8660529382632283
0	2.298226596356159
0	1.6740940634400077
0	1.7769797738230004
0	0.7127290927531429
0	0.45300079136472715
0	0.34015700322973297
0	1.0717978591582287
0	0.0
0	0.6249409616679835
0	1.2284028713359074
0	1.1709591715212437
0	0.520025257204648
0	0.2867688654485352
0	1.3906042121836368
0	0.7819300519063854
0	1.342301560578792
0	1.6823507030899352
0	0.4759448701003268
0	0.31227096278138466
0	1.688221936478085
0	0.7376430333919004
0	2.2536498946959598
0	0.3876742119556893
0	2.6307986799870324
0	0.04826559500189531
0	1.9088509607983795
0	0.6066925067405504
0	0.2352831505243982
0	0.8155104066590114
0	0.15026538974556725
0	0.0
0	2.3197937941238047
0	0.3983355510982354
0	0.2771208894369578
0	1.1538152862325242
0	0.7106983623453926
0	1.35153488389492
0	0.7745898301037479
0	0.5919027832141105
0	0.6064020253284905
0	1.2246834780037015
0	0.7656760177957098
0	0.9857696351964191
0	0.0
0	3.5009130148078875
0	0.0
0	0.4830084134337993
0	2.9148937628558036
0	1.9213297718605433
0	1.5454811007079263
0	0.6523489656890211
0	0.9342860382578622
0	1.547112456618598
0	0.18335624310512755
0	0.0
0	0.013737858616478582
0	1.5243943437184393
0	0.6482927516147521
0	2.90708779865924
0	2.3280949573343417
0	0.0
0	0.19930390910700002
0	0.5121491196209004
0	2.3398343129657446
0	0.6320099715204817
0	1.1887492050255177
0	0.1474724544653564
0	1.4614119917168056
0	0.8999457934389484
0	0.406612845033848
0	0.46274514530949107
0	0.7940580054680866
0	0.5412967913042166
0	1.1363682838034639
0	0.8954167756318381
0	0.0
0	0.15287804183643394
0	0.4971934558568165
0	0.022610530546880114
0	0.47320397138856884
0	0.3559062195172905
0	0.8454843190041773
0	0.4171753663098261
0	1.2223489048683485
0	0.0
0	1.1638051580693785
0	1.591136732286899
0	0.0
0	0.9691610793174537
0	1.4178525865004472
0	0.9193499065540498
0	0.9702543513792807
0	0.9515378300015388
0	0.0
0	1.442331572233684
0	1.3138028998513542
0	0.0
0	0.0
0	0.18284287895470064
0	0.0
0	0.8539152080797747
0	0.754926863064868
0	0.0
0	1.497799688976973
0	0.0
0	1.3273674786579543
0	0.32788530641565194
0	1.0669112591453578
0	0.7515396876083913
0	0.0
0	0.18482401447839825
0	1.4641601667397686
0	0.4643754078940663
0	0.0
0	0.7420236612145675
0	1.353142393398276
0	1.804992312696768
0	0.18740327292912107
0	0.7534121036013652
0	1.4174010734325913
0	0.5195715957361278
0	0.0
0	0.009390369621182337
0	1.6029790710462573
0	0.21422579116044838
0	0.0
0	0.36608030867065855
0	0.24357250030214583
0	1.6796753248103
0	1.835442275926332
0	0.0
0	0.055631812394538516
0	0.44046538222759035
0	0.7953661356054246
0	0.4913549854181736
0	0.0
0	0.17489023493937728
0	2.5812370046367743
0	0.0
0	0.22565741227847802
0	1.7037147472112273
0	0.5484139139066484
0	1.7417607012824408
0	1.286181412454416
0	0.02908326272203876
0	0.7969568855698241
0	0.5964774010967365
0	0.3992900267623749
0	1.7920368707304093
0	1.3999996190568296
0	2.0955862569076187
0	2.149823501196806
0	2.8270815969259635
0	0.0
0	0.6162417502970512
0	0.38515232422627244
0	2.286514989181163
0	0.2656092541285764
0	1.185038789992761
0	0.9299846003509544
0	2.2644155063176274
0	2.0981653797397355
0	0.4154385832931349
0	0.78208106043741
0	1.1315094616701118
0	0.0
0	2.9611000306798725
0	0.3711157648784311
0	0.25813020175160895
0	1.545232700766325
0	0.0
0	0.7475861752250856
0	0.651766816254771
0	0.8451430809582015
0	0.7740577833023099
0	0.9191899892378982
0	0.0
0	1.8250918149073094
0	0.19686311476052654
0	0.5955548548409993
0	1.472467631894909
0	0.41405730513597927
0	0.0
0	0.16120781710665166
0	0.035729215023053484
0	0.23950895547226136
0	1.5025693028210165
0	0.35181932914803804
0	1.1940290900097934
0	0.0
0	1.3159647884781533
0	0.3722410241950189
0	0.4092514511835781
0	2.985899410163583
0	0.6209088984199513
0	1.375829042778068
0	0.0753887386943477
0	0.6536955950916177
0	0.653053218368288
0	2.3482971805685713
0	0.01585263922737412
0	0.33431246385630486
0	0.8691937155246815
0	1.7661560029919954
0	0.4246176949346334
0	1.647227710643261
0	0.0
0	0.37629398595945895
0	1.2101746127881747
0	0.8953620927597769
0	0.03257234981461099
0	0.0
0	0.5641320600178602
0	0.7666606823802343
0	0.5490799390767672
0	0.0
0	2.4285589412097606
0	1.5052950394367328
0	0.0
0	1.3319148139764216
0	0.9799687115768103
0	0.00038000321468700804
0	0.6020479619612311
0	0.25135865955029335
0	1.25232077361107
0	0.5618420649270957
0	1.7647733239747194
0	0.706096027537059
0	2.4043300931126037
0	0.7641596992838674
0	0.04897692039596624
0	1.2337730834502842
0	1.7196950550934176
0	0.754888301311025
0	1.418739391024808
0	1.6848481086806713
0	1.0320869596804105
0	0.8889806580193464
0	1.6838317196208097
0	0.08533895076932674
0	0.582392795291746
0	0.8533098553353946
0	0.9504492485840472
0	3.0792812460032764
0	1.6518236437052303
0	0.673117924691081
0	1.5274509166354688
0	0.17378871872749102
0	1.1634004729569067
0	1.9338673829263824
0	0.2961597696343873
0	0.5673723256985629
0	0.9129992543078975
0	0.028285974350577336
0	0.0004433994205963465
0	0.0
0	0.7262832064343901
0	0.8402815598495977
0	0.8142237305412268
0	1.4122164446269634
0	0.8801981578053248
0	0.01339067909718994
0	0.587646928775913
0	1.4124706267227485
0	0.0
0	0.3176667252460641
0	0.7136755059222688
0	1.0070056114668284
0	0.15389342245590454
0	0.24680465632630733
0	0.8042841983014215
0	0.6716937343607445
0	0.18414988540588872
0	1.045353798815832
0	1.5938845011725176
0	0.0
0	0.6419065646558053
0	1.647308270033255
0	1.8796172762862153
0	0.45032619490954207
0	1.543544553919794
0	0.6845934120029702
0	1.8705381226021487
0	1.1019042067574063
0	2.482872578184518
0	0.10684137669330163
0	0.7901278026602023
0	0.1474118711157122
0	1.598539912958078
0	0.6896866728500091
0	0.04303990289492088
0	0.0
0	0.383319396547832
0	0.0
0	1.6555258396622907
0	0.8718361311245575
0	0.8500282042549004
